Industry,City,State,Zip Code,Latitude,Longitude,Major 1,Major 2,Major 3,Major 4,Major 5,Class Year,Class Year Date
Arts and Design,Saint Paul,MN,55105,44.9330076,-93.1629063,Digital Arts,,,,,2007,1/1/2007
Arts and Design,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1988,1/1/1988
Arts and Design,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1984,1/1/1984
"Banking, Finance, and Investment",Saint Paul,MN,55105,44.9330076,-93.1629063,Psychology,,,,,1988,1/1/1988
"Banking, Finance, and Investment",Saint Paul,MN,55105,44.9330076,-93.1629063,Political Science,,,,,1996,1/1/1996
"Building, Trades, and Crafts",Saint Paul,MN,55105,44.9330076,-93.1629063,Undecided,Sociology,Anthropology,,,1987,1/1/1987
Business and Commerce,Saint Paul,MN,55105,44.9330076,-93.1629063,Geology,,,,,1959,1/1/1959
Business and Commerce,Saint Paul,MN,55105,44.9330076,-93.1629063,American Studies,Educational Studies,,,,2003,1/1/2003
Business and Commerce,Saint Paul,MN,55105,44.9330076,-93.1629063,Economics,,,,,2011,1/1/2011
Clergy and Religious Leadership,Saint Paul,MN,55105,44.9330076,-93.1629063,Religion,,,,,1978,1/1/1978
Communications and Media,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1988,1/1/1988
Communications and Media,Saint Paul,MN,55105,44.9330076,-93.1629063,Political Science,Women's and Gender Studies,,,,1993,1/1/1993
Communications and Media,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1986,1/1/1986
Communications and Media,Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1980,1/1/1980
Communications and Media,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1993,1/1/1993
Communications and Media,Saint Paul,MN,55105,44.9330076,-93.1629063,No Major,,,,,1970,1/1/1970
Communications and Media,St. Paul,MN,55105,44.9330076,-93.1629063,Geology,,,,,1976,1/1/1976
Communications and Media,St. Paul,MN,55105,44.9330076,-93.1629063,No Major,,,,,1964,1/1/1964
Computers/IT,Saint Paul,MN,55105,44.9330076,-93.1629063,Computer Science,Cognitive Science,,,,2020,1/1/2020
Computers/IT,Saint Paul,MN,55105,44.9330076,-93.1629063,Computer Science,,,,,1996,1/1/1996
Computers/IT,Saint Paul,MN,55105,44.9330076,-93.1629063,Philosophy,European Studies,,,,2014,1/1/2014
Computers/IT,Saint Paul,MN,55105,44.9330076,-93.1629063,Computer Science,,,,,2010,1/1/2010
Counseling,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1960,1/1/1960
Counseling,Saint Paul,MN,55105,44.9330076,-93.1629063,Chemistry,,,,,1979,1/1/1979
Education,Saint Paul,MN,55105,44.9330076,-93.1629063,Geology,,,,,1996,1/1/1996
Education,Saint Paul,MN,55105,44.9330076,-93.1629063,Political Science,,,,,1962,1/1/1962
Education,Saint Paul,MN,55105,44.9330076,-93.1629063,German,,,,,1980,1/1/1980
Education,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1990,1/1/1990
Education,Saint Paul,MN,55105,44.9330076,-93.1629063,Political Science,,,,,2002,1/1/2002
Environment and Recreation,Saint Paul,MN,55105,44.9330076,-93.1629063,No Major,,,,,1966,1/1/1966
Environment and Recreation,Saint Paul,MN,55105,44.9330076,-93.1629063,Biology,,,,,2015,1/1/2015
Environment and Recreation,Saint Paul,MN,55105,44.9330076,-93.1629063,History,Medieval & Renaissance Studies,,,,2019,1/1/2019
Environment and Recreation,St. Paul,MN,55105,44.9330076,-93.1629063,No Major,,,,,1981,1/1/1981
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,Music,,,,,2002,1/1/2002
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,Chemistry,,,,,1986,1/1/1986
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1991,1/1/1991
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,Psychology,,,,,1985,1/1/1985
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1986,1/1/1986
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,Biology,,,,,1987,1/1/1987
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,Studio Art,,,,,1992,1/1/1992
Healthcare,Saint Paul,MN,55105,44.9330076,-93.1629063,Biology,,,,,1989,1/1/1989
Homemaking,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1990,1/1/1990
Homemaking,Saint Paul,MN,55105,44.9330076,-93.1629063,Geology,,,,,1988,1/1/1988
Homemaking,Saint Paul,MN,55105,44.9330076,-93.1629063,History,Russian,,,,1983,1/1/1983
Homemaking,Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1984,1/1/1984
Human Resources,Saint Paul,MN,55105,44.9330076,-93.1629063,Economics,,,,,1994,1/1/1994
Insurance,Saint Paul,MN,55105,44.9330076,-93.1629063,Mathematics,,,,,1992,1/1/1992
Insurance,Saint Paul,MN,55105,44.9330076,-93.1629063,Mathematics,,,,,1990,1/1/1990
Insurance,Saint Paul,MN,55105,44.9330076,-93.1629063,Mathematics,,,,,2005,1/1/2005
Legal Professions,Saint Paul,MN,55105,44.9330076,-93.1629063,Economics,,,,,1984,1/1/1984
Legal Professions,Saint Paul,MN,55105,44.9330076,-93.1629063,Biology,,,,,1983,1/1/1983
Legal Professions,St. Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1984,1/1/1984
Legal Professions,St. Paul,MN,55105,44.9330076,-93.1629063,Economics,French,,,,1985,1/1/1985
"Libraries, Archives, and Museums",Saint Paul,MN,55105,44.9330076,-93.1629063,Music,,,,,1975,1/1/1975
"Libraries, Archives, and Museums",Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1980,1/1/1980
"Libraries, Archives, and Museums",Saint Paul,MN,55105,44.9330076,-93.1629063,Physics,,,,,1988,1/1/1988
"Libraries, Archives, and Museums",Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1989,1/1/1989
Marketing,St. Paul,MN,55105,44.9330076,-93.1629063,Chemistry,,,,,1977,1/1/1977
Marketing,St. Paul,MN,55105,44.9330076,-93.1629063,No Major,,,,,1978,1/1/1978
Military/Protective Services,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1989,1/1/1989
Other,Saint Paul,MN,55105,44.9330076,-93.1629063,History,French,,,,1992,1/1/1992
Other,Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1977,1/1/1977
Other,Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1972,1/1/1972
Planning,Saint Paul,MN,55105,44.9330076,-93.1629063,Sociology,,,,,1966,1/1/1966
Planning,Saint Paul,MN,55105,44.9330076,-93.1629063,Political Science,,,,,1968,1/1/1968
Public Service,St. Paul,MN,55105,44.9330076,-93.1629063,Psychology,,,,,1972,1/1/1972
Research and Development,Saint Paul,MN,55105,44.9330076,-93.1629063,History,,,,,1962,1/1/1962
Research and Development,Saint Paul,MN,55105,44.9330076,-93.1629063,Psychology,,,,,2006,1/1/2006
Sciences,Saint Paul,MN,55105,44.9330076,-93.1629063,Biology,,,,,2000,1/1/2000
Sciences,Saint Paul,MN,55105,44.9330076,-93.1629063,Biology,,,,,2014,1/1/2014
Social Sciences,Saint Paul,MN,55105,44.9330076,-93.1629063,Religion,,,,,1964,1/1/1964
Social Sciences,Saint Paul,MN,55105,44.9330076,-93.1629063,English,,,,,1986,1/1/1986
Social Sciences,Saint Paul,MN,55105,44.9330076,-93.1629063,History,Educational Studies,,,,2005,1/1/2005
Student,Saint Paul,MN,55105,44.9330076,-93.1629063,Psychology,,,,,2005,1/1/2005
Student,Saint Paul,MN,55105,44.9330076,-93.1629063,History,Medieval & Renaissance Studies,,,,2001,1/1/2001
Student,Saint Paul,MN,55105,44.9330076,-93.1629063,Religion,Women's and Gender Studies,,,,2003,1/1/2003
Student,St. Paul,MN,55105,44.9330076,-93.1629063,No Major,,,,,1994,1/1/1994
Arts and Design,Saint Paul,MN,55106,44.9687549,-93.0485951,English,,,,,1969,1/1/1969
Computers/IT,Saint Paul,MN,55106,44.9687549,-93.0485951,Philosophy,,,,,1959,1/1/1959
Engineering,Saint Paul,MN,55106,44.9687549,-93.0485951,Physics,,,,,2012,1/1/2012
Legal Professions,Saint Paul,MN,55106,44.9687549,-93.0485951,History,,,,,1983,1/1/1983
Legal Professions,Saint Paul,MN,55106,44.9687549,-93.0485951,Music,,,,,1982,1/1/1982
Public Service,Saint Paul,MN,55106,44.9687549,-93.0485951,Undecided,,,,,1989,1/1/1989
Public Service,Saint Paul,MN,55106,44.9687549,-93.0485951,Sociology,Anthropology,Latin American Studies,,,2001,1/1/2001
Social Service,Saint Paul,MN,55106,44.9687549,-93.0485951,English,,,,,1981,1/1/1981
Business and Commerce,Saint Paul,MN,55107,44.9309348,-93.0676373,English,,,,,1991,1/1/1991
Computers/IT,Saint Paul,MN,55107,44.9309348,-93.0676373,Political Science,,,,,1998,1/1/1998
Insurance,Saint Paul,MN,55107,44.9309348,-93.0676373,Mathematics,,,,,2001,1/1/2001
Public Service,Saint Paul,MN,55107,44.9309348,-93.0676373,History,,,,,1984,1/1/1984
Student,Saint Paul,MN,55107,44.9309348,-93.0676373,Undecided,Psychology,,,,1984,1/1/1984
Arts and Design,St. Paul,MN,55108,44.9790183,-93.1855735,Political Science,,,,,2003,1/1/2003
"Banking, Finance, and Investment",Saint Paul,MN,55108,44.9790183,-93.1855735,History,South Asian Studies,,,,1993,1/1/1993
"Banking, Finance, and Investment",Saint Paul,MN,55108,44.9790183,-93.1855735,Economics,,,,,1981,1/1/1981
Business and Commerce,Saint Paul,MN,55108,44.9790183,-93.1855735,History,,,,,1995,1/1/1995
Clergy and Religious Leadership,Saint Paul,MN,55108,44.9790183,-93.1855735,Sociology,Anthropology,,,,1992,1/1/1992
Communications and Media,Saint Paul,MN,55108,44.9790183,-93.1855735,History,,,,,1974,1/1/1974
Counseling,Saint Paul,MN,55108,44.9790183,-93.1855735,English,,,,,1981,1/1/1981
Education,Saint Paul,MN,55108,44.9790183,-93.1855735,Chemistry,,,,,2006,1/1/2006
Environment and Recreation,Saint Paul,MN,55108,44.9790183,-93.1855735,Biology,,,,,2000,1/1/2000
Environment and Recreation,Saint Paul,MN,55108,44.9790183,-93.1855735,Economics,,,,,2010,1/1/2010
Healthcare,Saint Paul,MN,55108,44.9790183,-93.1855735,Psychology,,,,,1980,1/1/1980
Healthcare,Saint Paul,MN,55108,44.9790183,-93.1855735,Political Science,French,,,,1993,1/1/1993
Legal Professions,Saint Paul,MN,55108,44.9790183,-93.1855735,English,,,,,1999,1/1/1999
"Libraries, Archives, and Museums",Saint Paul,MN,55108,44.9790183,-93.1855735,English,,,,,1960,1/1/1960
"Libraries, Archives, and Museums",St. Paul,MN,55108,44.9790183,-93.1855735,History,,,,,1987,1/1/1987
Marketing,Saint Paul,MN,55108,44.9790183,-93.1855735,French,,,,,2001,1/1/2001
Research and Development,Saint Paul,MN,55108,44.9790183,-93.1855735,Computer Science,,,,,2015,1/1/2015
Research and Development,Saint Paul,MN,55108,44.9790183,-93.1855735,Chemistry,,,,,1976,1/1/1976
Research and Development,St. Paul,MN,55108,44.9790183,-93.1855735,Mathematics,,,,,1987,1/1/1987
Research and Development,St. Paul,MN,55108,44.9790183,-93.1855735,Mathematics,,,,,1995,1/1/1995
Social Sciences,Saint Paul,MN,55108,44.9790183,-93.1855735,History,,,,,2003,1/1/2003
Student,Saint Paul,MN,55108,44.9790183,-93.1855735,Chemistry,,,,,2005,1/1/2005
Student,Saint Paul,MN,55108,44.9790183,-93.1855735,Environmental Studies,,,,,2001,1/1/2001
"Banking, Finance, and Investment",Saint Paul,MN,55109,45.0155505,-93.0435224,Religion,,,,,2003,1/1/2003
Healthcare,Saint Paul,MN,55109,45.0155505,-93.0435224,Chemistry,,,,,1964,1/1/1964
Legal Professions,Saint Paul,MN,55109,45.0155505,-93.0435224,No Major,,,,,2001,1/1/2001
Other,Saint Paul,MN,55109,45.0155505,-93.0435224,Mathematics,,,,,1964,1/1/1964
Social Service,Saint Paul,MN,55109,45.0155505,-93.0435224,Biology,,,,,2007,1/1/2007
Public Service,Dellwood,MN,55110,45.0899665,-92.9724382,Political Science,,,,,1956,1/1/1956
Sciences,Dellwood,MN,55110,45.0899665,-92.9724382,Geology,,,,,1955,1/1/1955
Business and Commerce,Saint Paul,MN,55110,45.0911599,-93.0112457,Economics,,,,,1984,1/1/1984
Education,White Bear Lake,MN,55110,45.0911599,-93.0112457,English,,,,,1953,1/1/1953
Healthcare,White Bear Lake,MN,55110,45.0911599,-93.0112457,Biology,,,,,1978,1/1/1978
Human Resources,Saint Paul,MN,55110,45.0911599,-93.0112457,American Studies,,,,,2000,1/1/2000
Marketing,White Bear Township,MN,55110,45.0911599,-93.0112457,History,Medieval Studies,,,,1993,1/1/1993
Other,White Bear Lake,MN,55110,45.0911599,-93.0112457,History,,,,,1964,1/1/1964
Other,White Bear Lake,MN,55110,45.0911599,-93.0112457,No Major,,,,,1964,1/1/1964
Performing Arts,St. Paul,MN,55110,45.0911599,-93.0112457,Biology,,,,,1976,1/1/1976
Sciences,Saint Paul,MN,55110,45.0911599,-93.0112457,Chemistry,,,,,1988,1/1/1988
Engineering,New Brighton,MN,55112,45.0655212,-93.2018908,Undecided,Mathematics,,,,1988,1/1/1988
Environment and Recreation,New Brighton,MN,55112,45.0655212,-93.2018908,Sociology,Anthropology,,,,1973,1/1/1973
Fundraising,New Brighton,MN,55112,45.0655212,-93.2018908,Psychology,,,,,2004,1/1/2004
Research and Development,New Brighton,MN,55112,45.0655212,-93.2018908,Undecided,,,,,2007,1/1/2007
"Banking, Finance, and Investment",Arden Hills,MN,55112,45.0766457,-93.2015176,Sociology,,,,,1967,1/1/1967
"Banking, Finance, and Investment",Saint Paul,MN,55112,45.0766457,-93.2015176,Economics,,,,,2006,1/1/2006
Computers/IT,Saint Paul,MN,55112,45.0766457,-93.2015176,Computer Science,Psychology,,,,2000,1/1/2000
Fundraising,Arden Hills,MN,55112,45.0766457,-93.2015176,Cinema and Media Studies,,,,,1995,1/1/1995
Healthcare,Arden Hills,MN,55112,45.0766457,-93.2015176,Economics,,,,,1993,1/1/1993
Healthcare,Saint Paul,MN,55112,45.0766457,-93.2015176,Biology,,,,,2000,1/1/2000
Legal Professions,Arden Hills,MN,55112,45.0766457,-93.2015176,Political Science,,,,,2002,1/1/2002
Legal Professions,Arden Hills,MN,55112,45.0766457,-93.2015176,Political Science,,,,,1968,1/1/1968
Legal Professions,St. Paul,MN,55112,45.0766457,-93.2015176,Economics,,,,,1965,1/1/1965
Business and Commerce,Mounds View,MN,55112,45.1049656,-93.2085582,English,,,,,1966,1/1/1966
Education,Falcon Heights,MN,55113,44.9916323,-93.166333,Studio Art,,,,,1995,1/1/1995
Healthcare,Falcon Heights,MN,55113,44.9916323,-93.166333,No Major,,,,,1969,1/1/1969
Other,Falcon Heights,MN,55113,44.9916323,-93.166333,Undecided,,,,,1985,1/1/1985
"Building, Trades, and Crafts",Roseville,MN,55113,45.0060767,-93.1566107,Geology,,,,,1986,1/1/1986
Computers/IT,Roseville,MN,55113,45.0060767,-93.1566107,History,European Studies,Medieval & Renaissance Studies,,,2008,1/1/2008
Computers/IT,Roseville,MN,55113,45.0060767,-93.1566107,Mathematics,,,,,1963,1/1/1963
Homemaking,Roseville,MN,55113,45.0060767,-93.1566107,English,,,,,1989,1/1/1989
Homemaking,Roseville,MN,55113,45.0060767,-93.1566107,Studio Art,,,,,1962,1/1/1962
"Libraries, Archives, and Museums",Roseville,MN,55113,45.0060767,-93.1566107,English,French,,,,1988,1/1/1988
Research and Development,Roseville,MN,55113,45.0060767,-93.1566107,History,,,,,1971,1/1/1971
Arts and Design,Saint Paul,MN,55113,45.0122826,-93.1640525,Studio Art,,,,,1982,1/1/1982
Arts and Design,Saint Paul,MN,55113,45.0122826,-93.1640525,American Studies,,,,,2005,1/1/2005
"Banking, Finance, and Investment",Saint Paul,MN,55113,45.0122826,-93.1640525,English,,,,,1973,1/1/1973
"Banking, Finance, and Investment",Saint Paul,MN,55113,45.0122826,-93.1640525,Economics,,,,,2020,1/1/2020
Business and Commerce,Saint Paul,MN,55113,45.0122826,-93.1640525,Political Science,,,,,1978,1/1/1978
Business and Commerce,Saint Paul,MN,55113,45.0122826,-93.1640525,Economics,,,,,1973,1/1/1973
Communications and Media,Saint Paul,MN,55113,45.0122826,-93.1640525,No Major,,,,,1980,1/1/1980
Communications and Media,Saint Paul,MN,55113,45.0122826,-93.1640525,No Major,,,,,1976,1/1/1976
Education,Saint Paul,MN,55113,45.0122826,-93.1640525,No Major,,,,,1965,1/1/1965
Environment and Recreation,St. Paul,MN,55113,45.0122826,-93.1640525,No Major,,,,,1979,1/1/1979
Healthcare,Saint Paul,MN,55113,45.0122826,-93.1640525,Theater Arts,,,,,1997,1/1/1997
Homemaking,Saint Paul,MN,55113,45.0122826,-93.1640525,Economics,,,,,1982,1/1/1982
Human Resources,St. Paul,MN,55113,45.0122826,-93.1640525,Psychology,,,,,1971,1/1/1971
Human Resources,St. Paul,MN,55113,45.0122826,-93.1640525,Asian Studies,,,,,1979,1/1/1979
"Libraries, Archives, and Museums",Saint Paul,MN,55113,45.0122826,-93.1640525,English,,,,,1989,1/1/1989
Other,Saint Paul,MN,55113,45.0122826,-93.1640525,No Major,,,,,1956,1/1/1956
Arts and Design,Saint Paul,MN,55114,44.967043,-93.1968394,Studio Art,,,,,2018,1/1/2018
"Banking, Finance, and Investment",Saint Paul,MN,55114,44.967043,-93.1968394,Philosophy,,,,,1982,1/1/1982
Communications and Media,Saint Paul,MN,55114,44.967043,-93.1968394,English,,,,,1975,1/1/1975
Communications and Media,Saint Paul,MN,55114,44.967043,-93.1968394,German,,,,,1976,1/1/1976
Education,Saint Paul,MN,55114,44.967043,-93.1968394,Philosophy,,,,,1968,1/1/1968
Legal Professions,Saint Paul,MN,55114,44.967043,-93.1968394,History,,,,,1969,1/1/1969
Social Sciences,Saint Paul,MN,55114,44.967043,-93.1968394,Psychology,Creative Writing,,,,2019,1/1/2019
Social Sciences,Saint Paul,MN,55114,44.967043,-93.1968394,Economics,,,,,2008,1/1/2008
Student,Saint Paul,MN,55114,44.967043,-93.1968394,Sociology,Anthropology,Women's and Gender Studies,,,2016,1/1/2016
Student,Saint Paul,MN,55114,44.967043,-93.1968394,No Major,,,,,1975,1/1/1975
"Banking, Finance, and Investment",Mahtomedi,MN,55115,45.0692873,-92.9535994,Economics,European Studies,,,,2006,1/1/2006
Education,Saint Paul,MN,55115,45.0692873,-92.9535994,Philosophy,,,,,1990,1/1/1990
Engineering,Mahtomedi,MN,55115,45.0692873,-92.9535994,Mathematics,,,,,2001,1/1/2001
Engineering,Mahtomedi,MN,55115,45.0692873,-92.9535994,Physics,,,,,1977,1/1/1977
Homemaking,Saint Paul,MN,55115,45.0692873,-92.9535994,No Major,,,,,1952,1/1/1952
Insurance,Saint Paul,MN,55115,45.0692873,-92.9535994,Economics,,,,,2007,1/1/2007
Marketing,Grant,MN,55115,45.0692873,-92.9535994,Political Science,,,,,1989,1/1/1989
Public Service,Saint Paul,MN,55115,45.0692873,-92.9535994,Undecided,History,,,,1988,1/1/1988
Arts and Design,Saint Paul,MN,55116,44.9095374,-93.1679257,No Major,,,,,1945,1/1/1945
Arts and Design,Saint Paul,MN,55116,44.9095374,-93.1679257,Geology,,,,,1980,1/1/1980
"Banking, Finance, and Investment",Saint Paul,MN,55116,44.9095374,-93.1679257,Sociology,Anthropology,Latin American Studies,,,1994,1/1/1994
Business and Commerce,Saint Paul,MN,55116,44.9095374,-93.1679257,Economics,,,,,1990,1/1/1990
Business and Commerce,Saint Paul,MN,55116,44.9095374,-93.1679257,Political Science,,,,,2014,1/1/2014
Communications and Media,Saint Paul,MN,55116,44.9095374,-93.1679257,Religion,South Asian Studies,,,,1995,1/1/1995
Communications and Media,Saint Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1986,1/1/1986
Communications and Media,St. Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1967,1/1/1967
Computers/IT,Saint Paul,MN,55116,44.9095374,-93.1679257,Religion,,,,,1978,1/1/1978
Computers/IT,Saint Paul,MN,55116,44.9095374,-93.1679257,English,Medieval & Renaissance Studies,,,,2009,1/1/2009
Computers/IT,St. Paul,MN,55116,44.9095374,-93.1679257,German,,,,,1972,1/1/1972
Counseling,Saint Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1991,1/1/1991
Education,Saint Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1980,1/1/1980
Education,Saint Paul,MN,55116,44.9095374,-93.1679257,Psychology,Educational Studies,,,,1992,1/1/1992
Education,Saint Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1986,1/1/1986
Environment and Recreation,Saint Paul,MN,55116,44.9095374,-93.1679257,Biology,,,,,2004,1/1/2004
Healthcare,Saint Paul,MN,55116,44.9095374,-93.1679257,Undecided,,,,,1990,1/1/1990
Healthcare,Saint Paul,MN,55116,44.9095374,-93.1679257,Chemistry,,,,,2008,1/1/2008
Healthcare,Saint Paul,MN,55116,44.9095374,-93.1679257,Biology,,,,,1975,1/1/1975
Homemaking,Saint Paul,MN,55116,44.9095374,-93.1679257,History,,,,,1956,1/1/1956
Homemaking,St. Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1970,1/1/1970
Legal Professions,Saint Paul,MN,55116,44.9095374,-93.1679257,History,,,,,2008,1/1/2008
Legal Professions,Saint Paul,MN,55116,44.9095374,-93.1679257,Philosophy,,,,,1971,1/1/1971
Legal Professions,St. Paul,MN,55116,44.9095374,-93.1679257,English,,,,,1987,1/1/1987
"Libraries, Archives, and Museums",Saint Paul,MN,55116,44.9095374,-93.1679257,History,East Asian Studies,,,,1986,1/1/1986
"Libraries, Archives, and Museums",Saint Paul,MN,55116,44.9095374,-93.1679257,English,Literature and Film Studies,,,,1991,1/1/1991
"Libraries, Archives, and Museums",Saint Paul,MN,55116,44.9095374,-93.1679257,American Studies,,,,,1998,1/1/1998
"Libraries, Archives, and Museums",Saint Paul,MN,55116,44.9095374,-93.1679257,History,,,,,1983,1/1/1983
